file_id,view_url,download_url
1D2TYuGRB_vJ3EdG_XklloengDUQH-u9j,https://drive.google.com/uc?export=view&id=1D2TYuGRB_vJ3EdG_XklloengDUQH-u9j,https://drive.google.com/uc?export=download&id=1D2TYuGRB_vJ3EdG_XklloengDUQH-u9j
1DFa900HiPB4W-9CIx3UdufQdx5oorGy_,https://drive.google.com/uc?export=view&id=1DFa900HiPB4W-9CIx3UdufQdx5oorGy_,https://drive.google.com/uc?export=download&id=1DFa900HiPB4W-9CIx3UdufQdx5oorGy_
1DMRX0-m1i8o-MgZfkuc8KGvnJHSS-BRQ,https://drive.google.com/uc?export=view&id=1DMRX0-m1i8o-MgZfkuc8KGvnJHSS-BRQ,https://drive.google.com/uc?export=download&id=1DMRX0-m1i8o-MgZfkuc8KGvnJHSS-BRQ
1DbReA5-WZp6LPcKizOmBymzIsFN37pak,https://drive.google.com/uc?export=view&id=1DbReA5-WZp6LPcKizOmBymzIsFN37pak,https://drive.google.com/uc?export=download&id=1DbReA5-WZp6LPcKizOmBymzIsFN37pak
1Du2cqgNX8450G9fuHabi0F4NPpjbkGwD,https://drive.google.com/uc?export=view&id=1Du2cqgNX8450G9fuHabi0F4NPpjbkGwD,https://drive.google.com/uc?export=download&id=1Du2cqgNX8450G9fuHabi0F4NPpjbkGwD
1E5lsw3_XP6vj0QzxqGD9pDDBNSFmATIb,https://drive.google.com/uc?export=view&id=1E5lsw3_XP6vj0QzxqGD9pDDBNSFmATIb,https://drive.google.com/uc?export=download&id=1E5lsw3_XP6vj0QzxqGD9pDDBNSFmATIb
1EBsiCxMjENpzurCRKYt4dxgWr8XCprcR,https://drive.google.com/uc?export=view&id=1EBsiCxMjENpzurCRKYt4dxgWr8XCprcR,https://drive.google.com/uc?export=download&id=1EBsiCxMjENpzurCRKYt4dxgWr8XCprcR
1ER5BfZ_0wtwEF7WfnBS8WR8Fv-9dMgeZ,https://drive.google.com/uc?export=view&id=1ER5BfZ_0wtwEF7WfnBS8WR8Fv-9dMgeZ,https://drive.google.com/uc?export=download&id=1ER5BfZ_0wtwEF7WfnBS8WR8Fv-9dMgeZ
1E_VJrBwanTEAlhzKJp4SlUPusirpxS6L,https://drive.google.com/uc?export=view&id=1E_VJrBwanTEAlhzKJp4SlUPusirpxS6L,https://drive.google.com/uc?export=download&id=1E_VJrBwanTEAlhzKJp4SlUPusirpxS6L
1EmIjXSK_xs7Okge1DUua7dySEplxII9o,https://drive.google.com/uc?export=view&id=1EmIjXSK_xs7Okge1DUua7dySEplxII9o,https://drive.google.com/uc?export=download&id=1EmIjXSK_xs7Okge1DUua7dySEplxII9o
1EmKCRcvdOauWNV0OS631usw8G3sXBalJ,https://drive.google.com/uc?export=view&id=1EmKCRcvdOauWNV0OS631usw8G3sXBalJ,https://drive.google.com/uc?export=download&id=1EmKCRcvdOauWNV0OS631usw8G3sXBalJ
1EwPoBb2bJ2UW8xfwaRepa44dFSQ44Zlr,https://drive.google.com/uc?export=view&id=1EwPoBb2bJ2UW8xfwaRepa44dFSQ44Zlr,https://drive.google.com/uc?export=download&id=1EwPoBb2bJ2UW8xfwaRepa44dFSQ44Zlr
1EydXZ8ymafsg4Pw8BCoSyMi8VGO4Jshs,https://drive.google.com/uc?export=view&id=1EydXZ8ymafsg4Pw8BCoSyMi8VGO4Jshs,https://drive.google.com/uc?export=download&id=1EydXZ8ymafsg4Pw8BCoSyMi8VGO4Jshs
1Ezxv4PfyJ12KzVGMTiCjDumyeMpnBORL,https://drive.google.com/uc?export=view&id=1Ezxv4PfyJ12KzVGMTiCjDumyeMpnBORL,https://drive.google.com/uc?export=download&id=1Ezxv4PfyJ12KzVGMTiCjDumyeMpnBORL
1F5SOFjffaC-k9uEIJjzxDTFRjMp-H3YE,https://drive.google.com/uc?export=view&id=1F5SOFjffaC-k9uEIJjzxDTFRjMp-H3YE,https://drive.google.com/uc?export=download&id=1F5SOFjffaC-k9uEIJjzxDTFRjMp-H3YE
1F6Sqh5d49uec68DhC9NCsngkAgt4annC,https://drive.google.com/uc?export=view&id=1F6Sqh5d49uec68DhC9NCsngkAgt4annC,https://drive.google.com/uc?export=download&id=1F6Sqh5d49uec68DhC9NCsngkAgt4annC
1FJK64LHkYNKB_on0aFomnvlyGhFhsYUN,https://drive.google.com/uc?export=view&id=1FJK64LHkYNKB_on0aFomnvlyGhFhsYUN,https://drive.google.com/uc?export=download&id=1FJK64LHkYNKB_on0aFomnvlyGhFhsYUN
1FX76YlkVVmIw3eBlToWLRJ3lMINcPNDm,https://drive.google.com/uc?export=view&id=1FX76YlkVVmIw3eBlToWLRJ3lMINcPNDm,https://drive.google.com/uc?export=download&id=1FX76YlkVVmIw3eBlToWLRJ3lMINcPNDm
1FlFPpeHVRQLabJhrSPlvBX0WjKDJZkX2,https://drive.google.com/uc?export=view&id=1FlFPpeHVRQLabJhrSPlvBX0WjKDJZkX2,https://drive.google.com/uc?export=download&id=1FlFPpeHVRQLabJhrSPlvBX0WjKDJZkX2
1Fs-yjAq0ESRkNdqlkV83Xy2oKZpLSypr,https://drive.google.com/uc?export=view&id=1Fs-yjAq0ESRkNdqlkV83Xy2oKZpLSypr,https://drive.google.com/uc?export=download&id=1Fs-yjAq0ESRkNdqlkV83Xy2oKZpLSypr
1G37rjBVFTT0YyF4kB9AZtwMKvohKDK0w,https://drive.google.com/uc?export=view&id=1G37rjBVFTT0YyF4kB9AZtwMKvohKDK0w,https://drive.google.com/uc?export=download&id=1G37rjBVFTT0YyF4kB9AZtwMKvohKDK0w
